aluno_id,corte,probabilidade,faixa,situacao,fase_atual,recencia_dias,eventos_7d,eventos_14d,eventos_28d,dias_ativos_7d,dias_ativos_28d,tendencia,capitulo_max_fase_atual,pct_capitulos_fase_atual,progresso_28d,capitulos_distintos_28d,quiz_iniciados_28d,quiz_entregues_28d,entregas_28d,semanas_ativas_ultimas_8,share_noite_28d,share_fim_semana_28d,eventos_acumulados,dias_ativos_acumulados,semanas_desde_primeiro_evento,primeiro_evento,ultimo_evento,fator_1,fator_2,fator_3,fatores,acao_sugerida
Aluno 0115,2026-08-23,0.0112,Baixo,Ativo (28d),5,1,9.0,24.0,24.0,5.0,11.0,1.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.125,0.083,492,42,27,2026-02-09,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0072,2026-08-23,0.011,Baixo,Ativo (28d),5,7,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.667,0.667,3111,37,27,2026-02-09,2026-08-16,7 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,7 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0109,2026-08-23,0.0103,Baixo,Ativo (28d),5,18,0.0,0.0,993.0,0.0,10.0,0.0,8.0,1.0,469.0,8.0,9.0,9.0,4.0,6.0,0.043,0.004,3085,127,28,2026-02-08,2026-08-05,18 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,nenhum acesso nas últimas 2 semanas,18 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | nenhum acesso nas últimas 2 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0031,2026-08-23,0.0093,Baixo,Ativo (28d),5,2,3.0,3.0,344.0,2.0,5.0,0.034,1.0,0.125,169.0,1.0,0.0,0.0,0.0,5.0,0.599,0.0,3006,63,27,2026-02-09,2026-08-21,queda de 97% nos acessos da semana vs. média do mês,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,queda de 97% nos acessos da semana vs. média do mês | parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0019,2026-08-23,0.0079,Baixo,Ativo (28d),5,6,20.0,32.0,231.0,1.0,10.0,0.34,8.0,1.0,155.0,48.0,2.0,0.0,0.0,8.0,0.009,0.017,2093,86,27,2026-02-09,2026-08-17,queda de 65% nos acessos da semana vs. média do mês,2 questionário(s) iniciado(s) sem entrega,,queda de 65% nos acessos da semana vs. média do mês | 2 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0005,2026-08-23,0.0072,Baixo,Ativo (28d),5,1,17.0,28.0,40.0,2.0,10.0,1.545,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,0.525,0.35,1062,83,27,2026-02-11,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,1 questionário(s) iniciado(s) sem entrega,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0116,2026-08-23,0.0065,Baixo,Ativo (28d),5,2,229.0,229.0,736.0,2.0,7.0,1.238,5.0,0.625,360.0,14.0,4.0,3.0,0.0,6.0,0.031,0.0,2049,86,28,2026-02-08,2026-08-21,no capítulo 5 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,,no capítulo 5 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0035,2026-08-23,0.0064,Baixo,Ativo (28d),5,1,596.0,624.0,704.0,4.0,13.0,3.367,8.0,1.0,325.0,8.0,7.0,7.0,0.0,6.0,0.251,0.126,3159,110,28,2026-02-08,2026-08-22,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0073,2026-08-23,0.0064,Baixo,Ativo (28d),5,0,6.0,6.0,13.0,2.0,7.0,1.412,1.0,0.125,2.0,2.0,0.0,0.0,0.0,6.0,0.385,0.308,3247,81,27,2026-02-09,2026-08-23,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0062,2026-08-23,0.0062,Baixo,Ativo (28d),5,5,2.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,3510,65,27,2026-02-10,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0143,2026-08-23,0.0062,Baixo,Ativo (28d),5,5,408.0,745.0,881.0,2.0,10.0,1.844,8.0,1.0,413.0,8.0,10.0,10.0,6.0,5.0,0.85,0.0,2206,77,28,2026-02-08,2026-08-18,ativo em 5 das últimas 8 semanas,,,ativo em 5 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0056,2026-08-23,0.0061,Baixo,Ativo (28d),5,0,450.0,1335.0,2078.0,4.0,15.0,0.865,8.0,1.0,943.0,9.0,7.0,3.0,0.0,7.0,0.684,0.137,4542,111,27,2026-02-09,2026-08-23,4 questionário(s) iniciado(s) sem entrega,,,4 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0081,2026-08-23,0.006,Baixo,Ativo (28d),5,2,5.0,50.0,238.0,3.0,7.0,0.083,7.0,0.875,207.0,4.0,1.0,1.0,0.0,5.0,0.643,0.0,4014,90,27,2026-02-09,2026-08-21,queda de 92% nos acessos da semana vs. média do mês,ativo em 5 das últimas 8 semanas,,queda de 92% nos acessos da semana vs. média do mês | ativo em 5 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0080,2026-08-23,0.0057,Baixo,Ativo (28d),5,11,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.667,0.0,5119,112,28,2026-02-08,2026-08-12,11 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,11 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0051,2026-08-23,0.0057,Baixo,Ativo (28d),5,0,1409.0,1409.0,5326.0,5.0,12.0,1.057,2.0,0.25,2658.0,2.0,1.0,0.0,0.0,5.0,0.283,0.215,40797,131,28,2026-02-08,2026-08-23,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em 5 das últimas 8 semanas,parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0085,2026-08-23,0.0054,Baixo,Ativo (28d),5,0,5087.0,5110.0,5149.0,5.0,13.0,3.949,4.0,0.5,2552.0,3.0,3.0,0.0,7.0,8.0,0.237,0.412,12499,103,27,2026-02-09,2026-08-23,no capítulo 4 de 8 da Fase 5,3 questionário(s) iniciado(s) sem entrega,,no capítulo 4 de 8 da Fase 5 | 3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0111,2026-08-23,0.0044,Baixo,Ativo (28d),5,5,123.0,243.0,445.0,2.0,8.0,1.096,6.0,0.75,207.0,6.0,6.0,5.0,0.0,5.0,0.993,0.0,2085,73,27,2026-02-09,2026-08-18,no capítulo 6 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em 5 das últimas 8 semanas,no capítulo 6 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0023,2026-08-23,0.0044,Baixo,Ativo (28d),5,1,11.0,224.0,696.0,4.0,10.0,0.063,6.0,0.75,339.0,3.0,2.0,2.0,0.0,8.0,0.22,0.001,3806,77,24,2026-03-05,2026-08-22,queda de 94% nos acessos da semana vs. média do mês,no capítulo 6 de 8 da Fase 5,,queda de 94% nos acessos da semana vs. média do mês | no capítulo 6 de 8 da Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0150,2026-08-23,0.0041,Baixo,Ativo (28d),5,2,361.0,365.0,1116.0,4.0,16.0,1.289,2.0,0.25,545.0,3.0,1.0,1.0,0.0,8.0,0.085,0.001,10775,116,27,2026-02-09,2026-08-21,parado no capítulo 2 de 8 da Fase 5,,,parado no capítulo 2 de 8 da Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0055,2026-08-23,0.004,Baixo,Ativo (28d),5,0,456.0,887.0,986.0,4.0,11.0,1.842,5.0,0.625,466.0,12.0,5.0,1.0,0.0,6.0,0.386,0.18,3723,66,27,2026-02-09,2026-08-23,no capítulo 5 de 8 da Fase 5,4 questionário(s) iniciado(s) sem entrega,,no capítulo 5 de 8 da Fase 5 | 4 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0127,2026-08-23,0.0034,Baixo,Ativo (28d),5,0,1083.0,2400.0,2586.0,6.0,21.0,1.673,7.0,0.875,1315.0,10.0,6.0,1.0,0.0,7.0,0.543,0.306,9322,113,27,2026-02-09,2026-08-23,5 questionário(s) iniciado(s) sem entrega,,,5 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0122,2026-08-23,0.003,Baixo,Ativo (28d),5,1,982.0,3665.0,6465.0,5.0,23.0,0.607,6.0,0.75,3235.0,6.0,7.0,6.0,7.0,8.0,0.166,0.066,27669,127,27,2026-02-09,2026-08-22,queda de 39% nos acessos da semana vs. média do mês,no capítulo 6 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,queda de 39% nos acessos da semana vs. média do mês | no capítulo 6 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0026,2026-08-23,0.0028,Baixo,Ativo (28d),5,0,9.0,21.0,25.0,5.0,11.0,1.241,1.0,0.125,1.0,1.0,0.0,0.0,0.0,8.0,0.28,0.2,1579,96,27,2026-02-09,2026-08-23,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0093,2026-08-23,0.0027,Baixo,Ativo (28d),5,0,931.0,998.0,1367.0,6.0,19.0,2.716,8.0,1.0,655.0,8.0,2.0,1.0,0.0,8.0,0.222,0.031,11096,165,28,2026-02-08,2026-08-23,1 questionário(s) iniciado(s) sem entrega,,,1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0070,2026-08-23,0.0026,Baixo,Ativo (28d),5,2,4.0,8.0,12.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2710,107,26,2026-02-17,2026-08-21,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0126,2026-08-23,0.0024,Baixo,Ativo (28d),5,0,16399.0,23903.0,36911.0,7.0,21.0,1.777,3.0,0.375,18454.0,4.0,2.0,0.0,0.0,7.0,0.215,0.179,74784,134,27,2026-02-10,2026-08-23,parado no capítulo 3 de 8 da Fase 5,2 questionário(s) iniciado(s) sem entrega,,parado no capítulo 3 de 8 da Fase 5 | 2 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0017,2026-08-23,0.0023,Baixo,Ativo (28d),5,3,734.0,1520.0,5420.0,4.0,19.0,0.541,0.0,0.0,2701.0,14.0,0.0,0.0,0.0,8.0,0.348,0.025,21153,102,27,2026-02-09,2026-08-20,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,queda de 46% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | queda de 46% nos acessos da semana vs. média do mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0065,2026-08-23,0.0019,Baixo,Ativo (28d),5,0,1134.0,1134.0,1737.0,7.0,17.0,2.605,1.0,0.125,866.0,5.0,0.0,0.0,0.0,4.0,0.484,0.154,7086,62,27,2026-02-09,2026-08-23,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,ativo em 4 das últimas 8 semanas,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0123,2026-08-23,0.0019,Baixo,Ativo (28d),5,0,244.0,450.0,2394.0,4.0,24.0,0.407,7.0,0.875,1177.0,12.0,6.0,1.0,0.0,8.0,0.015,0.216,13358,172,27,2026-02-09,2026-08-23,queda de 59% nos acessos da semana vs. média do mês,5 questionário(s) iniciado(s) sem entrega,,queda de 59% nos acessos da semana vs. média do mês | 5 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0128,2026-08-23,0.0019,Baixo,Ativo (28d),5,0,385.0,1145.0,1394.0,6.0,19.0,1.102,7.0,0.875,681.0,9.0,6.0,2.0,0.0,5.0,0.567,0.093,10563,114,27,2026-02-09,2026-08-23,4 questionário(s) iniciado(s) sem entrega,ativo em 5 das últimas 8 semanas,,4 questionário(s) iniciado(s) sem entrega | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0057,2026-08-23,0.0018,Baixo,Ativo (28d),5,4,3.0,5.0,11.0,3.0,10.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.636,0.0,2176,88,27,2026-02-09,2026-08-19,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0090,2026-08-23,0.0011,Baixo,Ativo (28d),5,1,2875.0,3319.0,3814.0,6.0,19.0,3.012,8.0,1.0,1885.0,14.0,4.0,1.0,0.0,6.0,0.4,0.066,7180,101,27,2026-02-09,2026-08-22,3 questionário(s) iniciado(s) sem entrega,,,3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0014,2026-08-23,0.0009,Baixo,Ativo (28d),5,0,61.0,240.0,244.0,5.0,9.0,0.984,0.0,0.0,134.0,43.0,1.0,1.0,0.0,8.0,0.008,0.738,1966,52,27,2026-02-10,2026-08-23,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0144,2026-08-23,0.0007,Baixo,Ativo (28d),5,0,611.0,739.0,1561.0,5.0,15.0,1.562,4.0,0.5,827.0,12.0,5.0,3.0,0.0,5.0,0.864,0.181,6572,94,28,2026-02-08,2026-08-23,no capítulo 4 de 8 da Fase 5,2 questionário(s) iniciado(s) sem entrega,ativo em 5 das últimas 8 semanas,no capítulo 4 de 8 da Fase 5 | 2 questionário(s) iniciado(s) sem entrega | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
